,internalTaxonId,scientificName,name,language,main
14867,42310,Larix gmelinii,Dahurian Larch,English,True
14869,42311,Larix griffithii,Sikkim Larch,English,True
14871,42312,Larix kaempferi,Japanese Larch,English,True
14874,42313,Larix laricina,Tamarack,English,True
14876,42314,Larix lyallii,Alpine Larch,English,True
14877,42315,Larix occidentalis,Western Larch,English,True
14880,42316,Larix potaninii,Chinese Larch,English,True
14883,42317,Larix sibirica,Siberian Larch,English,True
14886,42319,Picea alcoquiana,Alcock's Spruce,English,True
14889,42320,Picea asperata,Dragon Spruce,English,True
14891,42321,Picea crassifolia,Qinghai Spruce,English,True
14892,42322,Picea engelmannii,Engelmann Spruce,English,True
14894,42323,Picea glauca,White Spruce,English,True
14896,42324,Picea glehnii,Sakhalin Spruce,English,True
14901,42325,Picea jezoensis,Yezo Spruce,English,True
14904,42326,Picea koraiensis,Korean Spruce,English,True
14907,42327,Picea likiangensis,Likiang Spruce,English,True
14910,42328,Picea mariana,Black Spruce,English,True
14913,42329,Picea maximowiczii,Maximowicz's Spruce,English,True
14915,42330,Picea meyeri,Meyer's Spruce,English,True
14917,42331,Picea obovata,Siberian Spruce,English,True
14923,42332,Picea orientalis,Oriental Spruce,English,True
14925,42333,Picea pungens,Blue Spruce,English,True
14927,42334,Picea purpurea,Purple Cone Spruce,English,True
14930,42335,Picea rubens,Red Spruce,English,True
14934,42336,Picea schrenkiana,Schrenk's Spruce,English,True
14935,42337,Picea sitchensis,Sitka Spruce,English,True
14939,42338,Picea smithiana,Indian Spruce,English,True
14942,42339,Picea spinulosa,Sikkim Spruce,English,True
14944,42340,Picea wilsonii,Wilson Spruce,English,True
14947,42341,Pinus arizonica,Arizona Pine,English,True
14950,42342,Pinus armandii,Armand's Pine,English,True
14952,42343,Pinus attenuata,Knobcone Pine,English,True
14958,42344,Pinus ayacahuite,Mexican White Pine,English,True
14959,42345,Pinus balfouriana,Foxtail Pine,English,True
14962,42346,Pinus banksiana,Jack Pine,English,True
14964,42347,Pinus brutia,Calabrian Pine,English,True
14969,42348,Pinus caribaea,Caribbean Pine,English,True
14973,42350,Pinus cembroides,Pinyon Pine,English,True
14978,42351,Pinus contorta,Lodgepole Pine,English,True
14980,42352,Pinus coulteri,Coulter Pine,English,True
14981,42353,Pinus cubensis,Cuban Pine,English,True
14983,42354,Pinus densata,Gaoshan Pine,English,True
14988,42355,Pinus densiflora,Japanese Red Pine,English,True
14995,42356,Pinus devoniana,Michoacan Pine,English,True
15000,42357,Pinus douglasiana,Douglas Pine,English,True
15004,42358,Pinus durangensis,Durango Pine,English,True
15005,42359,Pinus echinata,Shortleaf Pine,English,True
15008,42360,Pinus edulis,Pinyon Pine,English,True
15009,42361,Pinus elliottii,Slash Pine,English,True
15011,42362,Pinus engelmannii,Apache Pine,English,True
15013,42363,Pinus flexilis,Limber Pine,English,True
15015,42364,Pinus glabra,Spruce Pine,English,True
15021,42366,Pinus halepensis,Aleppo Pine,English,True
15024,42367,Pinus hartwegii,Hartweg's Pine,English,True
15028,42369,Pinus herrerae,Herrera's Pine,English,True
15030,42370,Pinus hwangshanensis,Huangshan Pine,English,True
15032,42371,Pinus jeffreyi,Jeffrey Pine,English,True
15037,42372,Pinus kesiya,Khasia Pine,English,True
15040,42373,Pinus koraiensis,Korean Pine,English,True
15041,42374,Pinus lambertiana,Sugar Pine,English,True
15042,42375,Pinus lawsonii,Lawson's Pine,English,True
15046,42376,Pinus leiophylla,Smooth-leaved Pine,English,True
15052,42377,Pinus lumholtzii,Lumholtz's Pine,English,True
15054,42378,Pinus luzmariae,Pino Trompillo de Tres Hojas,Spanish; Castilian,True
15058,42379,Pinus massoniana,Masson's Pine,English,True
15061,42380,Pinus maximinoi,Thin-leaf Pine,English,True
15063,42381,Pinus monophylla,Single Leaf Pinyon Pine,English,True
15068,42382,Pinus montezumae,Montezuma Pine,English,True
15069,42383,Pinus monticola,Western White Pine,English,True
15071,42384,Pinus morrisonicola,Taiwan White Pine,English,True
15078,42386,Pinus nigra,Austrian Pine,English,True
15086,42387,Pinus oocarpa,Egg-cone Pine,English,True
15093,42388,Pinus parviflora,Japanese White Pine,English,True
15099,42389,Pinus patula,Jelecote Pine,English,True
15108,42390,Pinus pinaster,Maritime Pine,English,True
15110,42401,Pinus ponderosa,Ponderosa Pine,English,True
15113,42402,Pinus praetermissa,Ocote,Spanish; Castilian,True
15119,42403,Pinus pringlei,Pringle's Pine,English,True
15125,42404,Pinus pseudostrobus,Smooth-bark Mexican Pine,English,True
15128,42405,Pinus pumila,Dwarf Siberian Pine,English,True
15131,42406,Pinus pungens,Table Mountain Pine,English,True
15134,42407,Pinus quadrifolia,Parry Pinyon,English,True
15140,42408,Pinus radiata,Monterey Pine,English,True
15142,42409,Pinus remota,Texas Pinyon Pine,English,True
15145,42410,Pinus resinosa,Red Pine,English,True
15148,42411,Pinus rigida,Pitch Pine,English,True
15150,42412,Pinus roxburghii,Chir Pine,English,True
15152,42413,Pinus sabiniana,Gray Pine,English,True
15155,42414,Pinus serotina,Pond Pine,English,True
15159,42415,Pinus sibirica,Siberian Pine,English,True
15166,42416,Pinus strobiformis,Southwestern White Pine,English,True
15169,42417,Pinus strobus,Eastern White Pine,English,True
15177,42418,Pinus sylvestris,Scots Pine,English,True
15180,42419,Pinus tabuliformis,Chinese Red Pine,English,True
15182,42420,Pinus taeda,Loblolly Pine,English,True
15186,42421,Pinus taiwanensis,Taiwan Black Pine,English,True
15194,42422,Pinus teocote,Aztec Pine,English,True
15197,42423,Pinus thunbergii,Japanese Black Pine,English,True
15200,42424,Pinus torreyana,Torrey Pine,English,True
15201,42425,Pinus tropicalis,Tropical Pine,English,True
15203,42426,Pinus virginiana,Virginia Pine,English,True
15211,42427,Pinus wallichiana,Himalayan White Pine,English,True
15214,42428,Pinus yunnanensis,Yunnan Pine,English,True
15217,42429,Pseudotsuga menziesii,Douglas-fir,English,True
15219,42430,Pseudotsuga sinensis,Chinese Douglas-fir,English,True
15221,42431,Tsuga canadensis,Eastern Hemlock,English,True
15224,42432,Tsuga chinensis,Chinese Hemlock,English,True
15230,42433,Tsuga diversifolia,Northern Japanese Hemlock,English,True
15236,42434,Tsuga dumosa,Himalayan Hemlock,English,True
15238,42435,Tsuga heterophylla,Western Hemlock,English,True
15239,42436,Tsuga mertensiana,Mountain Hemlock,English,True
15243,42438,Afrocarpus falcatus,Bastard Yellowwood,English,True
15244,42439,Afrocarpus gracilior,East African Yellowwood,English,True
15246,42443,Dacrycarpus dacrydioides,Kahikatea,Maori,True
15248,42448,Dacrydium cupressinum,Red Pine,English,True
15249,42471,Dacrydium nidulum,Yaka,Fijian,True
15252,42478,Halocarpus bidwillii,Bog Pine,English,True
15255,42479,Halocarpus biformis,Yellow Pine,English,True
15256,42480,Lepidothamnus intermedius,Yellow Silver Pine,English,True
15257,42481,Lepidothamnus laxifolius,Pygmy Pine,English,True
15258,42482,Manoao colensoi,Silver Pine,English,True
15260,42485,Podocarpus acutifolius,Westland Totara,English,True
15261,42490,Podocarpus brasiliensis,Pineirino-da-serra ,Portuguese,True
15262,42493,Podocarpus celatus,Cinqui-masé,Uncoded languages,True
15264,42496,Podocarpus coriaceus,Resinier moutaigue,French,True
15266,42498,Podocarpus laetus,Hall's Totara,English,True
15271,42500,Podocarpus elatus,Illawarra Plum,English,True
15273,42501,Podocarpus elongatus,Breede River Yellowwood,English,True
15274,42503,Podocarpus glaucus,Nipa,Uncoded languages,True
15275,42504,Podocarpus glomeratus,Pino de Monte,Spanish; Castilian,True
15277,42507,Podocarpus henkelii,Henkel's Yellowwood,English,True
15283,42510,Podocarpus latifolius,Broad-leaved Yellowwood,English,True
15285,42511,Podocarpus lawrencei,Mountain Plum Pine,English,True
15288,42517,Podocarpus macrophyllus,Buddhist Pine,English,True
15290,42518,Podocarpus madagascariensis,Hetatra,Malagasy,True
15291,42519,Podocarpus magnifolius,Cinqui-masé,Spanish; Castilian,True
15292,42521,Podocarpus neriifolius,Brown Pine,English,True
15294,42522,Podocarpus nivalis,Alpine Totara,English,True
15299,46413452,Podocarpus oleifolius,Pino de Pasto,Spanish; Castilian,True
15300,42525,Podocarpus polystachyus,Podo Laut,Malay,True
15301,42530,Podocarpus salicifolius,Pinabete,Spanish; Castilian,True
15303,42532,Podocarpus sprucei,Guabisay,Spanish; Castilian,True
15304,42537,Podocarpus totara,Totara,Maori,True
15306,42538,Prumnopitys ferruginea,Miro,English,True
15318,42540,Prumnopitys montana,Diablo Fuerte,Spanish; Castilian,True
15320,42541,Prumnopitys taxifolia,Matai,English,True
15321,42543,Retrophyllum vitiense,Dakua Salusalu,Fijian,True
15323,42544,Sundacarpus amarus,Black Pine,English,True
15326,42545,Amentotaxus argotaenia,Catkin Yew,English,True
15327,42547,Taxus canadensis,Canadian Yew,English,True
15330,42548,Taxus chinensis,Chinese Yew,English,True
15335,42549,Taxus cuspidata,Japanese Yew,English,True
15338,42552,Torreya nucifera,Japanese Nutmeg Tree,English,True
15340,42555,Pinus bhutanica,Bhutan Pine,English,True
15348,44029,Xanthocyparis nootkatensis,Alaska Cedar,English,True
15349,44049,Pherosphaera hookeriana,Mount Mawson Pine,English,True
15353,44275,Cyclura lewisi,Grand Cayman Blue Iguana,English,True
15370,44565,Mitsukurina owstoni,Goblin Shark,English,True
15374,44566,Pseudotriakis microdon,False Catshark,English,True
15376,44603,Euprotomicroides zantedeschia,Taillight Shark,English,True
15381,44674,Epinephelus coioides,Orange-spotted Grouper,English,True
15385,4529,Characodon audax,Bold Characodon,English,True
15387,4530,Characodon garmani,Parras Characodon,English,True
15391,4531,Characodon lateralis,Rainbow Goodeid,English,True
15392,4585,Chasmistes brevirostris,Shortnose Sucker,English,True
15393,4586,Chasmistes cujus,Cui-ui,English,True
15394,4589,Chasmistes muriei,Snake River Sucker,English,True
15395,4609,Chelodina pritchardi,Pritchard's Snake-necked Turtle,English,True
15400,46583,Alligator mississippiensis,American Alligator,English,True
15408,46584,Caiman crocodilus,Spectacled Caiman,English,True
15410,46587,Paleosuchus palpebrosus,Dwarf Caiman,English,True
15412,46588,Paleosuchus trigonatus,Smooth-fronted Caiman,English,True
15417,46589,Crocodylus johnstoni,Australian Freshwater Crocodile,English,True
15431,45433088,Crocodylus niloticus,Nile Crocodile,English,True
15434,46591,Crocodylus novaeguineae,New Guinea Crocodile,English,True
15436,46695,Paphiopedilum armeniacum,Apricot Orange Paphiopedilum,English,True
15439,46697,Paphiopedilum dianthum,Double Flowered Paphiopedilum ,English,True
15442,46698,Paphiopedilum emersonii,Emerson's Paphiopedilum ,English,True
15444,46699,Paphiopedilum tigrinum,Tiger Striped Paphiopedilum,English,True
15446,4689,Chirostoma bartoni,Alberca Silverside,English,True
15449,4805,Chromis sanctaehelenae,St. Helena Chromis,English,True
15451,4836,Herichthys minckleyi,Minkley's Cichlid,English,True
15453,4837,Herichthys pantostictus,Chairel Cichlid,English,True
15455,4871,Floridobia mica,Ichetucknee Siltsnail,English,True
15457,4876,Floridobia wekiwae,Wekiwa Siltsnail,English,True
15459,4889,Cinetodus froggatti,Smallmouthed Salmon Catfish,English,True
15460,4982,Clinus spatulatus,Bot River Klipfish,English,True
15461,521,Adelphicos daryi,Dary's Burrowing Snake,English,True
15463,54346,Osteopilus vastus,Hispaniolan Giant Treefrog,English,True
15465,54364,Arthroleptis adolfifriederici,Rugege Forest Squeaker Frog,English,True
15470,45550871,Arthroleptis stenodactylus,Dune Squeaker,English,True
15477,54472,Ansonia leptopus,Brown Slender Toad,English,True
15478,54479,Ansonia penangensis,Penang Stream Toad,English,True
15479,54544,Atelopus pulcher,Arlequín Camuflado Peruano,Spanish; Castilian,True
15482,54636,Poyntonophrynus fenoulheti,Fenoulhet's Toad,English,True
15484,54664,Incilius holdridgei,Holdridge's Toad,English,True
15485,84519931,Sclerophrys maculata,Hallowell's Toad,English,True
15487,54793,Poyntonophrynus vertebralis,Southern Pygmy Toad,English,True
15492,138045255,Leptophryne cruentata,Bleeding Toad,English,True
15494,54863,Sabahphrynus maculatus,Spotted Asian Tree Toad,English,True
15495,88416812,Pelophryne guentheri,Günther's Dwarf Toad,English,True
15499,54964,Cochranella granulosa,Grainy Cochran Frog,English,True
15501,55014,Hyalinobatrachium fleischmanni,Fleischmann's Glass Frog,English,True
15503,55030,Teratohyla pulverata,Chiriqui Glass Frog,English,True
15504,55036,Hyalinobatrachium valerioi,La Palma Glass Frog,English,True
15505,55045,Allobates alessandroi,Rocket Frog,English,True
15507,55075,Hyloxalus elachyhistus,Loja Rocket Frog,English,True
15512,55196,Oophaga pumilio,Strawberry Poison Frog,English,True
15515,55249,Mannophryne olmonae,Bloody Bay Poison Frog,English,True
15517,55263,Phyllobates lugubris,Lovely Poison Frog,English,True
15519,55265,Phyllobates vittatus,Golfodulcean Poison Frog,English,True
15524,55279,Hemisus guineensis,Guinea Snout-burrower,English,True
15525,55281,Hemisus marmoratus,Marbled Snout-burrower,English,True
15527,55288,Agalychnis annae,Blue-sided Treefrog,English,True
15530,55290,Agalychnis callidryas,Red-eyed Treefrog,English,True
15531,55309,Duellmanohyla lythrodes,Savage's Brook Frog,English,True
15532,55314,Duellmanohyla uranochroa,Costa Rica Brook Frog,English,True
15534,55327,Gastrotheca christiani,Calilegua's Marsupial Frog,English,True
15535,55358,Gastrotheca ruizi,Ruiz's Marsupial Frog,English,True
15536,55455,Hyloscirtus colymba,La Loma Treefrog,English,True
15537,55492,Isthmohyla graceae,Continental Divide Treefrog,English,True
15539,55502,Boana heilprini,Hispaniolan Green Treefrog,English,True
15543,5560,Crocidura canariensis,Canary Shrew,English,True
15545,55632,Boana rosenbergi,Rosenberg's Treefrog,English,True
15546,55675,Isthmohyla tica,Starrett's Treefrog,English,True
15549,55810,Osteopilus pulchrilineatus,Hispaniolan Yellow Treefrog,English,True
15550,55912,Ptychohyla legleri,Legler's Stream Frog,English,True
15551,56010,Smilisca sila,Panama Cross-banded Treefrog,English,True
15556,56063,Afrixalus fornasini,Fornasini's Spiny Reed Frog,English,True
15557,56112,Hyperolius argus,Argus Reed Frog ,English,True
15560,56189,Hyperolius pusillus,Water Lily Reed Frog,English,True
15561,56204,Hyperolius semidiscus,Yellow-striped Reed Frog,English,True
15562,56217,Hyperolius tuberilinguis,Tinker Reed Frog,English,True
15564,56231,Kassina maculata,Red-legged Kassina,English,True
15573,56236,Kassina senegalensis,Senegal Land Frog,English,True
15575,56267,Leptopelis mossambicus,Mozambique Tree Frog,English,True
15577,56268,Leptopelis natalensis,Natal Tree Frog ,English,True
15578,56284,Leptopelis vermiculatus,Amani Forest Treefrog,English,True
15581,56404,Eleutherodactylus alcoae,Barahona Rock Frog,English,True
15583,56408,Eleutherodactylus alticola,Jamaican Peak Frog,English,True
15585,56432,Eleutherodactylus armstrongi,Baoruco Hammer Frog,English,True
15586,56472,Craugastor bransfordii,Bransford's Robber Frog,English,True
15587,56507,Pristimantis charlottevillensis,Charlotteville Robber Frog ,English,True
15588,56516,Craugastor coffeus,Coffee Rain Frog,English,True
15589,56528,Craugastor crassidigitus,Isla Bonita Robber Frog,English,True
15590,88380950,Oreobates cruralis,La Paz Robber Frog,English,True
15591,56543,Eleutherodactylus cundalli,Cundall's Robber Frog,English,True
15593,56560,Diasporus diastema,Common Dink Frog,English,True
15606,5659,Crocodylus acutus,American Crocodile,English,True
15607,56603,Craugastor fleischmanni,Fleischmann's Robber Frog,English,True
15608,56609,Pristimantis gaigei,Fort Randolph Robber Frog,English,True
15615,5660,Mecistops cataphractus,Slender-snouted Crocodile,English,True
15620,5661,Crocodylus intermedius,Orinoco Crocodile,English,True
15625,5663,Crocodylus moreletii,Morelet's Crocodile,English,True
15637,5667,Crocodylus palustris,Mugger,English,True
15649,5671,Crocodylus siamensis,Siamese Crocodile,English,True
15652,5672,Crocodylus mindorensis,Philippine Crocodile,English,True
15653,56795,Craugastor noblei,Noble's Robber Frog,English,True
15654,56905,Pristimantis repens,Galeras Robber Frog,English,True
15655,56933,Craugastor rugosus,Veragua Robber Frog,English,True
15656,56991,Pristimantis taeniatus,Banded Robber Frog,English,True
15659,57049,Diasporus vocator,Vocal Dink Frog,English,True
15660,57107,Oreobates saxatilis,Tarapoto Big-headed Frog,English,True
15662,57125,Leptodactylus fallax,Mountain Chicken,English,True
15663,57136,Leptodactylus labrosus,Rana Terrestre Labiosa,Spanish; Castilian,True
15664,57153,Leptodactylus pascoensis,Hualo,Spanish; Castilian,True
15666,57223,Oreobates pereger,Ayacucho Andes Frog,English,True
15667,57327,Telmatobius brevipes,Huahachuco Water Frog,English,True
15668,57328,Telmatobius brevirostris,Shortsnout Water Frog,English,True
15669,57329,Telmatobius carrillae,Ancash Water Frog,English,True
15670,57341,Telmatobius hockingi,Hocking's Water Frog,English,True
15671,57344,Telmatobius ignavus,Piura Water Frog,English,True
15672,57345,Telmatobius intermedius,Allipaca Water Frog,English,True
15673,57346,Telmatobius jelskii,Acancocha Water Frog,English,True
15674,57348,Telmatobius latirostris,Cajamarca Water Frog,English,True
15675,57349,Telmatobius marmoratus,Marbled Water Frog,English,True
15676,57351,Telmatobius necopinus,Wiens' Water Frog,English,True
15677,57364,Telmatobius thompsoni,Thompson's Water Frog,English,True
15678,57365,Telmatobius truebae,Trueb's Water Frog,English,True
15679,57540,Megophrys intermedia,Annam Spadefoot Toad,English,True
15680,57674,Anodonthyla boulengeri,Boulenger's Climbing Frog,English,True
15681,57676,Anodonthyla nigrigularis,Black-throated Climbing Frog,English,True
15682,57677,Anodonthyla rouxae,Madagascar Climbing Frog,English,True
